Apellidos Nombre,Cargo Publico,Retribuciones2014Retribuciones2015,Fecha Inicio Relacion,Fecha Fin Relacion,Id_Dpto,Departamento,Id_Organo,Organo,Id_Centro_Organico,Centro Organico,Fecha Actualizacion
GARMENDIA BERECIARTU M%C3% MERCEDES,DIRECTOR/A,7195219,01/02/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3320000,DIRECCION DE TURISMO,30/11/2015
GARMENDIA BERECIARTU M%C3% MERCEDES,DIRECTOR/A,7194023,01/02/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3320000,DIRECCION DE TURISMO,22/06/2016
GARMENDIA TOLOSA M%C3% TERESA,DIRECTOR/A GERENTE GR3,7832472,17/07/2013,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,30/11/2015
GARMENDIA TOLOSA M%C3% TERESA,DIRECTOR/A GERENTE GR3,7843974,17/07/2013,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,22/06/2016
GARTZIA AZURMENDI RODRIGO,DIRECTOR/A,7278902,19/04/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7250000,DIRECCION DE COORDINACION DE SEGURIDAD,30/11/2015
GARTZIA AZURMENDI RODRIGO,DIRECTOR/A,7319916,19/04/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7250000,DIRECCION DE COORDINACION DE SEGURIDAD,22/06/2016
GATZAGAETXEBARRIA BASTIDA RICARDO,CONSEJERO/A DEL DEPARTAMENTO,9229205,17/12/2012,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5000000,CONSEJERIA,30/11/2015
GATZAGAETXEBARRIA BASTIDA RICARDO,CONSEJERO/A DEL DEPARTAMENTO,9270556,17/12/2012,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5000000,CONSEJERIA,22/06/2016
GIMENEZ BECH JORGE,DIRECTOR/A,6708704,25/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6530000,DIRECCION INVESTIGACION LINGUISTICA Y COORDINACION,30/11/2015
GIMENEZ BECH JORGE,DIRECTOR/A,6708702,25/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6530000,DIRECCION INVESTIGACION LINGUISTICA Y COORDINACION,22/06/2016
GOENAGA EGIBAR IMANOL,ASESOR/A MAT DE INNOVACION E INTERNACIONALIZACION,2740238,04/08/2014,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3000000,CONSEJERIA,30/11/2015
GOENAGA EGIBAR IMANOL,ASESOR/A MAT DE INNOVACION E INTERNACIONALIZACION,6708702,04/08/2014,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3000000,CONSEJERIA,22/06/2016
GOENAGA MENDIOLA M%C3% AIZPEA,DIRECTOR/A GENERAL,8303954,04/06/2010,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,67,Instituto Vasco Etxepare Euskal Institutua / Basque Institute,67100000,Direccion General del Instituto Vasco Etxepare Euskal Institutua / Basque Institute,30/11/2015
GOENAGA MENDIOLA M%C3% AIZPEA,DIRECTOR/A GENERAL,8004726,04/06/2010,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,67,Instituto Vasco Etxepare Euskal Institutua / Basque Institute,67100000,DIRECCION GENERAL / GERENCIA,22/06/2016
GOMEZ INHIESTO M ELISA,DIRECTOR/A ECONOMICOFINANCIERO GR1,8036140,11/02/2013,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60121000,ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES,30/11/2015
GOMEZ INHIESTO M ELISA,DIRECTOR/A ECONOMICOFINANCIERO GR1,8209774,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60121000,ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES,22/06/2016
GONZALEZ GUTIERREZ JOSE ANTONIO,DIRECTOR/A ECONOMICOFINANCIERO ATENCION PRIMARIA,5950044,01/09/1997,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60129000,COMARCA EZKERRALDEAENKARTERRI,30/11/2015
GONZALEZ LOMBIDE EDUARDO,DIRECTOR/A GERENTE GR3,8101506,12/10/2011,31/05/2015,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60134000,ORGANIZACION SANITARIA INTEGRADA BAJO DEBA,30/11/2015
GONZALEZ LOMBIDE EDUARDO,DIRECTOR/A GERENTE GR3,4039036,12/10/2011,31/05/2015,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60134000,ORGANIZACION SANITARIA INTEGRADA DEBABARRENA,22/06/2016
GONZALEZ MACHO ROSARIO,DIRECTOR/A DE COORDINACION ASISTENCIAL AREA DE ENFERMERIA GR3,3458476,15/06/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60128000,ORGANIZACION SANITARIA INTEGRADA URIBE,22/06/2016
GONZALEZ SAN SEBASTIAN TATIANA BEGO%C3%A,DIRECTOR/A,6708704,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2020000,GABINETE,30/11/2015
GONZALEZ SAN SEBASTIAN TATIANA BEGO%C3%A,DIRECTOR/A,6708702,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2020000,GABINETE,22/06/2016
GONZALEZ TORRES ROSA MICHOL,DIRECTOR/A GERENTE GR2,8254002,05/05/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60122000,ORGANIZACION SANITARIA INTEGRADA BILBAOBASURTO,30/11/2015
GONZALEZ TORRES ROSA MICHOL,DIRECTOR/A GERENTE GR2,8392444,05/05/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60122000,ORGANIZACION SANITARIA INTEGRADA BILBAOBASURTO,22/06/2016
GONZALO GARCIA ARANZAZU,DIRECTOR/A DE INTEGRACION ASISTENCIAL GR2,6971783,31/01/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60122000,ORGANIZACION SANITARIA INTEGRADA BILBAOBASURTO,30/11/2015
GONZALO GARCIA ARANZAZU,DIRECTOR/A DE INTEGRACION ASISTENCIAL GR2,7705704,31/01/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60122000,ORGANIZACION SANITARIA INTEGRADA BILBAOBASURTO,22/06/2016
GO%C3%I URRIZA NATIVIDAD,VOCAL AUTORIDAD VASCA DE LA COMPETENCIA,6708704,17/07/2012,,5,05  HACIENDA Y FINANZAS,54,Autoridad Vasca de la Competencia,54000000,AUTORIDAD VASCA DE LA COMPETENCIA,30/11/2015
GO%C3%I URRIZA NATIVIDAD,VOCAL AUTORIDAD VASCA DE LA COMPETENCIA,6708702,17/07/2012,,5,05  HACIENDA Y FINANZAS,54,Autoridad Vasca de la Competencia,54100000,PRESIDENCIA,22/06/2016
GORDOA RIOS ESTEFANIA,DIRECTOR/A,6708704,25/01/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2320000,DIRECCION DE RELACIONES LABORALES,30/11/2015
GORDOA RIOS ESTEFANIA,DIRECTOR/A,6708702,25/01/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2320000,DIRECCION DE RELACIONES LABORALES,22/06/2016
GRANADO GUTIERREZ JUAN,DIRECTOR/A DE PERSONAL ATENCION PRIMARIA,5570410,24/07/2012,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60137000,ORGANIZACION SANITARIA INTEGRADA TOLOSALDEA,30/11/2015
GUAJARDO REMACHA JUAN ANTONIO,DIRECTOR/A GERENTE GR2,7956785,06/05/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60123000,ORGANIZACION SANITARIA INTEGRADA BARRUALDEGALDAKAO,30/11/2015
GUAJARDO REMACHA JUAN ANTONIO,DIRECTOR/A GERENTE GR2,7970309,06/05/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60123000,ORGANIZACION SANITARIA INTEGRADA BARRUALDEGALDAKAO,22/06/2016
GUEZALA OYARBIDE LARRAITZ,DIRECTOR/A,6708704,25/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3010000,DIRECCION DE GABINETE Y COMUNICACION,30/11/2015
GUEZALA OYARBIDE LARRAITZ,DIRECTOR/A,6715176,25/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3010000,DIRECCION DE GABINETE Y COMUNICACION,22/06/2016
GURRUCHAGA ARRIOLA MIREN IDOIA,DIRECTOR/A MEDICO GR1,7863884,01/05/2013,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60131000,ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA,30/11/2015
GURRUCHAGA ARRIOLA MIREN IDOIA,DIRECTOR/A MEDICO GR1,7975577,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60131000,ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA,22/06/2016
GURTUBAI ARTETXE JOSEBA I%C3%AKI,VICECONSEJERO/A,8149593,19/12/2012,,7,07  SEGURIDAD,7,Departamento de Seguridad,7100000,VICECONSEJERIA DE ADMINISTRACION Y SERVICIOS,30/11/2015
GURTUBAI ARTETXE JOSEBA I%C3%AKI,VICECONSEJERO/A,8242713,19/12/2012,,7,07  SEGURIDAD,7,Departamento de Seguridad,7100000,VICECONSEJERIA DE ADMINISTRACION Y SERVICIOS,22/06/2016
GUTIERREZ FRAILE ENRIQUE,DIRECTOR/A GERENTE,7791921,14/12/2011,,8,08  SALUD,166,Osatek SA,166010000,Osatek SA,30/11/2015
GUTIERREZ FRAILE ENRIQUE,DIRECTOR/A GERENTE,5682236,14/12/2011,12/09/2015,8,08  SALUD,166,Osatek SA,166010000,DIRECCION GENERAL / GERENCIA,22/06/2016
GUTIERREZ PEREZ DEL NOTARIO ELENA,DIRECTOR/A,6708704,13/09/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3410000,DIRECCION DE DESARROLLO RURAL Y LITORAL Y POLITICAS EUROPEAS,30/11/2015
GUTIERREZ PEREZ DEL NOTARIO ELENA,DIRECTOR/A,6708702,13/09/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3410000,DIRECCION DE DESARROLLO RURAL Y LITORAL Y POLITICAS EUROPEAS,22/06/2016
HERNAEZ LAVI%C3%A ESTIBALIZ,VICECONSEJERO/A,7867383,25/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3100000,VICECONSEJERIA DE TECNOLOGIA INNOVACION Y COMPETITIVIDAD,30/11/2015
HERNAEZ LAVI%C3%A ESTIBALIZ,VICECONSEJERO/A,7875777,25/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3100000,VICECONSEJERIA DE TECNOLOGIA INNOVACION Y COMPETITIVIDAD,22/06/2016
HERNANDEZ FERNANDEZ MIGUEL,DIRECTOR/A DE PERSONAL ATENCION PRIMARIA,5462002,07/10/2013,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60128000,ORGANIZACION SANITARIA INTEGRADA URIBE,30/11/2015
HERNANDEZ FERNANDEZ MIGUEL,DIRECTOR/A DE PERSONAL GR3,5952002,15/05/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60128000,ORGANIZACION SANITARIA INTEGRADA URIBE,22/06/2016
HERNANDO ARRANZ PEDRO MARIA,VICECONSEJERO/A,7867383,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5300000,VICECONSEJERIA DE ECONOMIA Y PRESUPUESTOS,30/11/2015
HERNANDO ARRANZ PEDRO MARIA,VICECONSEJERO/A,7980504,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5300000,VICECONSEJERIA DE ECONOMIA Y PRESUPUESTOS,22/06/2016
HERNANDO PORRES MONICA,DIRECTOR/A,6708704,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1310000,DIRECCION DE VICTIMAS Y DERECHOS HUMANOS,30/11/2015
HERNANDO PORRES MONICA,DIRECTOR/A,6708701,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1310000,DIRECCION DE VICTIMAS Y DERECHOS HUMANOS,22/06/2016
HERNANDO UZKUDUN AMAIA,DIRECTOR/A DE COORDINACION ASISTENCIAL AREA DE ENFERMERIA GR3,727111,17/12/2011,14/04/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,30/11/2015
HUIDOBRO BURGOS FRANCISCO JOSE,PRESIDENTE/A,174831,23/12/2014,,88,88  Otros Entes LEY 1/2014 de 26 de junio,204,Consejo Economico y Social Vasco,204010000,Consejo Economico y Social Vasco,30/11/2015
HUIDOBRO BURGOS FRANCISCO JOSE,PRESIDENTE/A,7984499,23/12/2014,,88,88  Otros Entes LEY 1/2014 de 26 de junio,204,CESV Consejo Economico y Social Vasco,204010000,PRESIDENCIA,22/06/2016
HUIDOBRO BURGOS FRANCISCO JOSE,SECRETARIO/A GENERAL,6559620,13/05/2010,22/12/2014,88,88  Otros Entes LEY 1/2014 de 26 de junio,204,Consejo Economico y Social Vasco,204010000,Consejo Economico y Social Vasco,30/11/2015
IBARRECHE CARECHE JUAN,DIRECTOR/A,6708704,11/01/2013,,4,04  EMPLEO Y POLITICAS SOCIALES,53,LANBIDE Servicio Vasco de Empleo,53130000,DIRECCION DE FORMACION PARA EL EMPLEO Y GARANTIA DE INGRESOS,30/11/2015
IBARRECHE CARECHE JUAN,DIRECTOR/A,6708702,11/01/2013,,4,04  EMPLEO Y POLITICAS SOCIALES,53,LANBIDE Servicio Vasco de Empleo,53130000,DIRECCION DE FORMACION PARA EL EMPLEO Y GARANTIA DE INGRESOS,22/06/2016
IBARRETXE ALTUBE ROBERTO,DIRECTOR/A GERENTE GR4,6958162,01/11/2010,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60030000,CENTRO VASCO DE TRANSFUSION Y TEJIDOS HUMANOS,30/11/2015
IBARRETXE ALTUBE ROBERTO,DIRECTOR/A GERENTE GR4,7069235,01/11/2010,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60030000,CENTRO VASCO DE TRANSFUSION Y TEJIDOS HUMANOS,22/06/2016
IGARTUA AZCUNE REGINA,DIRECTOR/A DE ENFERMERIA GR4,5637302,28/11/2005,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60126000,HOSPITAL GORLIZ,30/11/2015
IGARTUA AZCUNE REGINA,DIRECTOR/A DE ENFERMERIA GR4,5487850,28/11/2005,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60126000,HOSPITAL GORLIZ,22/06/2016
IGLESIA ROSENDE KARMELE,DIRECTOR/A DE PERSONAL GR3,6606183,06/05/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60124000,ORGANIZACION SANITARIA INTEGRADA BARAKALDOSESTAO,30/11/2015
IGLESIA ROSENDE KARMELE,DIRECTOR/A DE PERSONAL GR3,6738939,06/05/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60124000,ORGANIZACION SANITARIA INTEGRADA BARAKALDOSESTAO,22/06/2016
I%C3%ARGA ECHEVERRIA MIREN,DIRECTOR/A ACADEMICO/A,2057188,01/09/2014,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,105,Musikene Fundacion Privada para el Centro Superior de Musica del Pais Vasco,105000000,Musikene Fundacion Privada para el Centro Superior de Musica del Pais Vasco,30/11/2015
I%C3%ARGA ECHEVERRIA MIREN,DIRECTOR/A ACADEMICO/A,6268303,01/09/2014,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,105,Musikene Fundacion Privada para el Centro Superior de Musica del Pais Vasco,105000000,DIRECCION GENERAL / GERENCIA,22/06/2016
IRADI ARRIETA JOSU MIRENA,DIRECTOR/A GENERAL (NIVEL DIRECTOR),7284285,03/01/2013,,5,05  HACIENDA Y FINANZAS,46,EUSTAT Instituto Vasco de Estadistica,46010000,DIRECCION GENERAL,30/11/2015
IRADI ARRIETA JOSU MIRENA,DIRECTOR/A GENERAL (NIVEL DIRECTOR),7429422,03/01/2013,,5,05  HACIENDA Y FINANZAS,46,EUSTAT Instituto Vasco de Estadistica,46010000,DIRECCION GENERAL,22/06/2016
IRIARTE IRURETA MIREN IZASKUN,VICECONSEJERO/A,8176764,25/05/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9100000,VICECONSEJERIA DE ADMINISTRACION Y PLANIFICACION TERRITORIAL,30/11/2015
IRIARTE IRURETA MIREN IZASKUN,VICECONSEJERO/A,8358858,25/05/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9100000,VICECONSEJERIA DE ADMINISTRACION Y PLANIFICACION TERRITORIAL,22/06/2016
IRUIN SANZ ALVARO,DIRECTOR/A GERENTE GR4,7114265,17/07/2007,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60136000,RED DE SALUD MENTAL DE GIPUZKOA,30/11/2015
IRUIN SANZ ALVARO,DIRECTOR/A GERENTE GR4,7136148,17/07/2007,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60136000,RED DE SALUD MENTAL DE GIPUZKOA,22/06/2016
IRURETAGOIENA IBARGUREN M%C3% TERESA,DIRECTOR/A GENERAL (NIVEL DIRECTOR),7155975,17/01/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,43,IVAP Instituto Vasco de Administracion Publica,43010000,DIRECCION,30/11/2015
IRURETAGOIENA IBARGUREN M%C3% TERESA,DIRECTOR/A GENERAL (NIVEL DIRECTOR),7253449,17/01/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,43,IVAP Instituto Vasco de Administracion Publica,43010000,DIRECCION GENERAL,22/06/2016
ISPIZUA ZUAZUA JESUS ALFREDO,DIRECTOR/A,3297475,17/07/2015,,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4130000,DIRECCION ECONOMIA SOCIAL,22/06/2016
ITUARTE AZPIAZU RICARDO,DIRECTOR/A DIVISION CORPORATIVA DE ECONOMICOFINANCIERO,1467445,20/10/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60010000,DIRECCION GENERAL,22/06/2016
ITURBE MENDIALDUA M%C3% TERESA,DIRECTOR/A GENERAL,8569300,07/03/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,66,Euskal Irrati Telebista Radio Television Vasca (EITB),66010000,Direccion General de EITB,30/11/2015
ITURBE MENDIALDUA M%C3% TERESA,DIRECTOR/A GENERAL,8569300,07/03/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,66,EITB Euskal Irrati Telebista Radio Television Vasca,66010000,DIRECCION GENERAL / GERENCIA,22/06/2016
ITURRIAGA ANCIN FERNANDO,ASESOR/A DE PROGRAMAS Y ESTUDIOS,7160240,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5000000,CONSEJERIA,30/11/2015
ITURRIAGA ANCIN FERNANDO,ASESOR/A DE PROGRAMAS Y ESTUDIOS,7234059,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5000000,CONSEJERIA,22/06/2016
ITURRIAGA NIEVA RAFAEL,VOCAL AUTORIDAD VASCA DE LA COMPETENCIA,6708704,17/07/2012,,5,05  HACIENDA Y FINANZAS,54,Autoridad Vasca de la Competencia,54000000,AUTORIDAD VASCA DE LA COMPETENCIA,30/11/2015
ITURRIAGA NIEVA RAFAEL,VOCAL AUTORIDAD VASCA DE LA COMPETENCIA,6708702,17/07/2012,,5,05  HACIENDA Y FINANZAS,54,Autoridad Vasca de la Competencia,54100000,PRESIDENCIA,22/06/2016
ITURRIOZ UNZUETA ALEJANDRA,DIRECTOR/A,6708704,25/04/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9210000,DIRECCION DE ADMINISTRACION AMBIENTAL,30/11/2015
ITURRIOZ UNZUETA ALEJANDRA,DIRECTOR/A,6708702,25/04/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9210000,DIRECCION DE ADMINISTRACION AMBIENTAL,22/06/2016
JAUREGIBERRI GOENAGA AMAIA,DIRECTOR/A,6708704,25/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6110000,DIRECCION DE GESTION ECONOMICA,30/11/2015
JAUREGIBERRI GOENAGA AMAIA,DIRECTOR/A,6708702,25/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6110000,DIRECCION DE GESTION ECONOMICA,22/06/2016
JUANENA GURUCETA SERGIO EMILIO,ASESOR/A EN COMUNICACIONES,6708704,14/01/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9000000,CONSEJERIA,30/11/2015
JUANENA GURUCETA SERGIO EMILIO,ASESOR/A EN COMUNICACIONES,6708702,14/01/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9000000,CONSEJERIA,22/06/2016
KRUZETA OLA%C3%ETA ODILE,DIRECTOR/A DE EITBRadio,7755400,13/03/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,162,Eusko Irratia Radiodifusion Vasca SA,162010000,Eusko Irratia Radiodifusion Vasca SA,30/11/2015
KRUZETA OLA%C3%ETA ODILE,DIRECTOR/A DE EITBRadio,7755400,13/03/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,162,Eusko Irratia Radiodifusion Vasca SA,162010000,DIRECCION,22/06/2016
KUTZ GARAIZABAL RAFAEL MANUEL,DELEGADO/A,11069360,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1260000,DELEGACION DE EUSKADI EN CHILE PERU Y COLOMBIA,30/11/2015
KUTZ GARAIZABAL RAFAEL MANUEL,DELEGADO/A,11069358,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1260000,DELEGACION DE EUSKADI EN CHILE PERU Y COLOMBIA,22/06/2016
LABAYEN BERAZA FERMIN,DIRECTOR/A MEDICO GR1,8095829,11/03/2013,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60121000,ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES,30/11/2015
LABAYEN BERAZA FERMIN,DIRECTOR/A MEDICO GR1,8214673,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60121000,ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES,22/06/2016
LACALLE EDESO HERNANDO,DIRECTOR/A,6708704,03/01/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5320000,DIRECCION DE PRESUPUESTOS,30/11/2015
LACALLE EDESO HERNANDO,DIRECTOR/A,6708702,03/01/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5320000,DIRECCION DE PRESUPUESTOS,22/06/2016
LADRONGUEVARA PORTUGAL JOSE MANUEL,DIRECTOR/A GERENTE GR1,8314074,11/03/2013,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60131000,ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA,30/11/2015
LADRONGUEVARA PORTUGAL JOSE MANUEL,DIRECTOR/A GERENTE GR1,8436626,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60131000,ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA,22/06/2016
LANDAIDA LARIZGOITIA MIREN IZASKUN,DIRECTOR/A GENERAL (NIVEL VICECONSEJERO),7867383,31/01/2013,,1,01  LEHENDAKARITZA,47,EMAKUNDE Instituto Vasco de la Mujer,47100000,DIRECCION,30/11/2015
LANDAIDA LARIZGOITIA MIREN IZASKUN,DIRECTOR/A GENERAL (NIVEL VICECONSEJERO),7867384,31/01/2013,,1,01  LEHENDAKARITZA,47,EMAKUNDE Instituto Vasco de la Mujer,47100000,DIRECCION GENERAL,22/06/2016
LANDALUCE LAUZURICA IGNACIO,DIRECTOR/A MEDICO GR2,7614910,02/09/2013,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60127000,RED DE SALUD MENTAL DE BIZKAIA,30/11/2015
LANDALUCE LAUZURICA IGNACIO,DIRECTOR/A MEDICO GR2,7691075,02/09/2013,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60127000,RED DE SALUD MENTAL DE BIZKAIA,22/06/2016
LANDETA GARCIA JAVIER MARIANO,ASESOR/A MATERIA INFORMATICA EN EL AREA JUSTICIA,1677176,01/10/2014,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2000000,CONSEJERIA,30/11/2015
LANDETA GARCIA JAVIER MARIANO,ASESOR/A MATERIA INFORMATICA EN EL AREA JUSTICIA,6708702,01/10/2014,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2000000,CONSEJERIA,22/06/2016
LAPUENTE TRONCOSO JUAN LUIS,DIRECTOR/A ECONOMICOFINANCIERO GR4,5596544,01/03/2011,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60126000,HOSPITAL GORLIZ,30/11/2015
LAPUENTE TRONCOSO JUAN LUIS,DIRECTOR/A ECONOMICOFINANCIERO GR4,5679299,01/03/2011,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60126000,HOSPITAL GORLIZ,22/06/2016
LARRA%C3%AGA GARAIKOETXEA NEREA,DIRECTOR/A DE COORDINACION ASISTENCIAL AREA DE ENFERMERIA GR3,5859011,14/03/2001,09/10/2015,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60134000,ORGANIZACION SANITARIA INTEGRADA BAJO DEBA,30/11/2015
